:START_ID(Business),:END_ID(Category)
CUg4cM0WRAVlSBkLLtwqkg,92
31s1x27DnN2V-ptUWEdfTQ,98
31s1x27DnN2V-ptUWEdfTQ,109
31s1x27DnN2V-ptUWEdfTQ,142
eEVshVMh8o6NrtsFv1P0LA,142
eEVshVMh8o6NrtsFv1P0LA,109
eEVshVMh8o6NrtsFv1P0LA,98
kSNkNzXU8l-x_h0desmm1Q,109
kSNkNzXU8l-x_h0desmm1Q,6
kSNkNzXU8l-x_h0desmm1Q,25
kSNkNzXU8l-x_h0desmm1Q,162
7BiIK58dZNSICPN4n4qWmw,143
7BiIK58dZNSICPN4n4qWmw,109
7BiIK58dZNSICPN4n4qWmw,92
Jxe_xzKI4vFNHG_mG-04jg,72
Jxe_xzKI4vFNHG_mG-04jg,100
Jxe_xzKI4vFNHG_mG-04jg,109
Jxe_xzKI4vFNHG_mG-04jg,154
Jxe_xzKI4vFNHG_mG-04jg,2
10B8LifXfBtMLbrYzTOy1A,50
10B8LifXfBtMLbrYzTOy1A,184
10B8LifXfBtMLbrYzTOy1A,109
eFtQDmNER9pRB9YdPxMMXA,109
eFtQDmNER9pRB9YdPxMMXA,114
vwX8kUqJwRzbr7JakrwIFA,33
vwX8kUqJwRzbr7JakrwIFA,109
vwX8kUqJwRzbr7JakrwIFA,76
vwX8kUqJwRzbr7JakrwIFA,147
vwX8kUqJwRzbr7JakrwIFA,46
vwX8kUqJwRzbr7JakrwIFA,29
vwX8kUqJwRzbr7JakrwIFA,160
vwX8kUqJwRzbr7JakrwIFA,93
OvREyM6JzUogb8yQXXoF0A,65
OvREyM6JzUogb8yQXXoF0A,109
OvREyM6JzUogb8yQXXoF0A,72
OvREyM6JzUogb8yQXXoF0A,32
OvREyM6JzUogb8yQXXoF0A,101
OvREyM6JzUogb8yQXXoF0A,149
OvREyM6JzUogb8yQXXoF0A,107
wifZgJ9IUjNxsmebpCRiRw,180
wifZgJ9IUjNxsmebpCRiRw,25
wifZgJ9IUjNxsmebpCRiRw,109
pWAmi4uwpLGjInPSb7Et2w,129
pWAmi4uwpLGjInPSb7Et2w,158
pWAmi4uwpLGjInPSb7Et2w,51
pWAmi4uwpLGjInPSb7Et2w,154
pWAmi4uwpLGjInPSb7Et2w,109
pWAmi4uwpLGjInPSb7Et2w,145
pWAmi4uwpLGjInPSb7Et2w,50
pWAmi4uwpLGjInPSb7Et2w,149
pWAmi4uwpLGjInPSb7Et2w,140
O1Cw2yzf4bCuKjbVTljqUQ,25
O1Cw2yzf4bCuKjbVTljqUQ,184
O1Cw2yzf4bCuKjbVTljqUQ,133
O1Cw2yzf4bCuKjbVTljqUQ,109
O1Cw2yzf4bCuKjbVTljqUQ,180
O1Cw2yzf4bCuKjbVTljqUQ,6
O1Cw2yzf4bCuKjbVTljqUQ,9
O1Cw2yzf4bCuKjbVTljqUQ,137
O1Cw2yzf4bCuKjbVTljqUQ,149
O1Cw2yzf4bCuKjbVTljqUQ,101
eA9p9OXvrdQI1J1jxVsRlQ,154
eA9p9OXvrdQI1J1jxVsRlQ,5
eA9p9OXvrdQI1J1jxVsRlQ,32
eA9p9OXvrdQI1J1jxVsRlQ,179
eA9p9OXvrdQI1J1jxVsRlQ,149
eA9p9OXvrdQI1J1jxVsRlQ,72
eA9p9OXvrdQI1J1jxVsRlQ,104
eA9p9OXvrdQI1J1jxVsRlQ,76
eA9p9OXvrdQI1J1jxVsRlQ,101
eA9p9OXvrdQI1J1jxVsRlQ,109
Gz-yCWu_90HODnAlV_RDBg,180
Gz-yCWu_90HODnAlV_RDBg,139
Gz-yCWu_90HODnAlV_RDBg,149
Gz-yCWu_90HODnAlV_RDBg,109
Gz-yCWu_90HODnAlV_RDBg,101
QmLn8zqY49r9WUsKbnmLBA,33
QmLn8zqY49r9WUsKbnmLBA,109
QmLn8zqY49r9WUsKbnmLBA,143
QmLn8zqY49r9WUsKbnmLBA,114
mNONZre-qHT27QxH8e-FCg,16
mNONZre-qHT27QxH8e-FCg,90
mNONZre-qHT27QxH8e-FCg,126
mNONZre-qHT27QxH8e-FCg,109
qwoCL9oMo827XnhvDaobmg,191
qwoCL9oMo827XnhvDaobmg,104
qwoCL9oMo827XnhvDaobmg,153
qwoCL9oMo827XnhvDaobmg,109
qwoCL9oMo827XnhvDaobmg,154
qwoCL9oMo827XnhvDaobmg,5
NnlXgLZ93KPj1wYSiqjyIg,25
NnlXgLZ93KPj1wYSiqjyIg,26
NnlXgLZ93KPj1wYSiqjyIg,109
NnlXgLZ93KPj1wYSiqjyIg,179
NnlXgLZ93KPj1wYSiqjyIg,101
NnlXgLZ93KPj1wYSiqjyIg,149
JUQG2g3KYK6nbEuKNSxWiA,26
JUQG2g3KYK6nbEuKNSxWiA,12
JUQG2g3KYK6nbEuKNSxWiA,101
JUQG2g3KYK6nbEuKNSxWiA,149
JUQG2g3KYK6nbEuKNSxWiA,184
JUQG2g3KYK6nbEuKNSxWiA,32
JUQG2g3KYK6nbEuKNSxWiA,109
-1XSzguS6XLN-V6MVZMg2A,14
-1XSzguS6XLN-V6MVZMg2A,72
-1XSzguS6XLN-V6MVZMg2A,180
-1XSzguS6XLN-V6MVZMg2A,109
-1XSzguS6XLN-V6MVZMg2A,9
-1XSzguS6XLN-V6MVZMg2A,139
sMBRISrbZXeIFK0gG_sIkw,154
sMBRISrbZXeIFK0gG_sIkw,109
sMBRISrbZXeIFK0gG_sIkw,61
bD6mNv9Vha3Wn0LOuG4bIQ,2
bD6mNv9Vha3Wn0LOuG4bIQ,109
bD6mNv9Vha3Wn0LOuG4bIQ,135
AJf_G2CKc1ZDC2NE4oj3rw,109
AJf_G2CKc1ZDC2NE4oj3rw,132
AJf_G2CKc1ZDC2NE4oj3rw,142
AJf_G2CKc1ZDC2NE4oj3rw,98
CTQvYTvrpV9yx3vBpsHOUQ,119
CTQvYTvrpV9yx3vBpsHOUQ,109
nk8G5s5X2gUWQ2sCKHQOgw,119
nk8G5s5X2gUWQ2sCKHQOgw,109
EQXQ8KvVBLeOdzlwXjwGYA,154
EQXQ8KvVBLeOdzlwXjwGYA,98
EQXQ8KvVBLeOdzlwXjwGYA,5
EQXQ8KvVBLeOdzlwXjwGYA,109
EQXQ8KvVBLeOdzlwXjwGYA,8
EQXQ8KvVBLeOdzlwXjwGYA,6
EQXQ8KvVBLeOdzlwXjwGYA,171
GLXyaMTUbIb8uX4_aWlsfA,2
GLXyaMTUbIb8uX4_aWlsfA,135
GLXyaMTUbIb8uX4_aWlsfA,6
GLXyaMTUbIb8uX4_aWlsfA,109
GLXyaMTUbIb8uX4_aWlsfA,142
GLXyaMTUbIb8uX4_aWlsfA,127
WZbdxpBvOYK0_xt9KoTKCA,109
WZbdxpBvOYK0_xt9KoTKCA,135
WZbdxpBvOYK0_xt9KoTKCA,2
q7mT2AVq7uG_1kmph-NYXw,109
fdmLML9X_0mWWG3TFVWniQ,26
fdmLML9X_0mWWG3TFVWniQ,25
fdmLML9X_0mWWG3TFVWniQ,184
fdmLML9X_0mWWG3TFVWniQ,109
fdmLML9X_0mWWG3TFVWniQ,6
ngNnqSeyTy9qCln6CCkGyg,109
zupI44qitH6T8Bo9OjA6Yw,171
zupI44qitH6T8Bo9OjA6Yw,154
zupI44qitH6T8Bo9OjA6Yw,109
zupI44qitH6T8Bo9OjA6Yw,8
zupI44qitH6T8Bo9OjA6Yw,6
N8fOheheo3Nruo5gXRghIQ,184
N8fOheheo3Nruo5gXRghIQ,101
N8fOheheo3Nruo5gXRghIQ,149
N8fOheheo3Nruo5gXRghIQ,109
N8fOheheo3Nruo5gXRghIQ,110
1SwfAYI1HGDyJKHmdRXI5Q,26
1SwfAYI1HGDyJKHmdRXI5Q,25
1SwfAYI1HGDyJKHmdRXI5Q,109
1SwfAYI1HGDyJKHmdRXI5Q,6
1SwfAYI1HGDyJKHmdRXI5Q,154
1SwfAYI1HGDyJKHmdRXI5Q,129
1SwfAYI1HGDyJKHmdRXI5Q,158
OvfEIlbmU9TYxBQ23vULbw,132
OvfEIlbmU9TYxBQ23vULbw,142
OvfEIlbmU9TYxBQ23vULbw,98
OvfEIlbmU9TYxBQ23vULbw,154
OvfEIlbmU9TYxBQ23vULbw,109
OvfEIlbmU9TYxBQ23vULbw,146
DHENrreqQDQx9NtuorNOZw,109
DHENrreqQDQx9NtuorNOZw,50
PTR7WYnF0yJ6OTaC7HdLCA,114
PTR7WYnF0yJ6OTaC7HdLCA,109
FSozpKB2RTUr8M4mVJeVhw,15
FSozpKB2RTUr8M4mVJeVhw,109
HCAEt5uZvcE3gU46bViwvA,109
HCAEt5uZvcE3gU46bViwvA,6
HCAEt5uZvcE3gU46bViwvA,118
hGCETx03FN8Qtx1T8StHaQ,109
hGCETx03FN8Qtx1T8StHaQ,119
hGCETx03FN8Qtx1T8StHaQ,98
W_KCxp8zEb8_PG1ZoP37eg,65
W_KCxp8zEb8_PG1ZoP37eg,109
W_KCxp8zEb8_PG1ZoP37eg,119
lSfdDzqxFIYmJDWCh3dj_w,109
lSfdDzqxFIYmJDWCh3dj_w,119
j00Jky-A3xhT4u7VtO6d2g,119
j00Jky-A3xhT4u7VtO6d2g,133
j00Jky-A3xhT4u7VtO6d2g,98
j00Jky-A3xhT4u7VtO6d2g,149
j00Jky-A3xhT4u7VtO6d2g,109
j00Jky-A3xhT4u7VtO6d2g,101
cZO-JrFt24WguTn7-RVPGw,119
cZO-JrFt24WguTn7-RVPGw,157
cZO-JrFt24WguTn7-RVPGw,109
cZO-JrFt24WguTn7-RVPGw,65
r74RFITH8ZbqY4wCg4dOhg,154
r74RFITH8ZbqY4wCg4dOhg,119
r74RFITH8ZbqY4wCg4dOhg,109
r74RFITH8ZbqY4wCg4dOhg,184
r74RFITH8ZbqY4wCg4dOhg,2
35BuVcbDU7D9mjmruxmnEw,8
35BuVcbDU7D9mjmruxmnEw,142
35BuVcbDU7D9mjmruxmnEw,109
35BuVcbDU7D9mjmruxmnEw,26
35BuVcbDU7D9mjmruxmnEw,154
8njTcZKsdTQOjfvth5G4gQ,109
8njTcZKsdTQOjfvth5G4gQ,60
jtMXBW4KZ11T6nmZs0-v8A,161
jtMXBW4KZ11T6nmZs0-v8A,109
8oHKJvWMqOx_PrSIG4odAw,25
8oHKJvWMqOx_PrSIG4odAw,15
8oHKJvWMqOx_PrSIG4odAw,6
8oHKJvWMqOx_PrSIG4odAw,32
8oHKJvWMqOx_PrSIG4odAw,71
8oHKJvWMqOx_PrSIG4odAw,33
8oHKJvWMqOx_PrSIG4odAw,9
8oHKJvWMqOx_PrSIG4odAw,109
8oHKJvWMqOx_PrSIG4odAw,184
TACJqngUeON55j6bBBGLag,98
TACJqngUeON55j6bBBGLag,109
TACJqngUeON55j6bBBGLag,119
TACJqngUeON55j6bBBGLag,65
qk3mQdLNPa76XrjVJiwhrQ,2
qk3mQdLNPa76XrjVJiwhrQ,109
qk3mQdLNPa76XrjVJiwhrQ,25
qk3mQdLNPa76XrjVJiwhrQ,184
C6AiAF35zwpAoK5jjm-nhA,109
C6AiAF35zwpAoK5jjm-nhA,6
C6AiAF35zwpAoK5jjm-nhA,98
C6AiAF35zwpAoK5jjm-nhA,8
C6AiAF35zwpAoK5jjm-nhA,154
dmKs3W3l6BGKp1OAs1AUIw,119
dmKs3W3l6BGKp1OAs1AUIw,109
c1hJ_412NqMdFP6Tn_nv2g,109
c1hJ_412NqMdFP6Tn_nv2g,139
c1hJ_412NqMdFP6Tn_nv2g,98
c1hJ_412NqMdFP6Tn_nv2g,25
BwNivkSRDx_Sf4Gx57jT9w,149
BwNivkSRDx_Sf4Gx57jT9w,25
BwNivkSRDx_Sf4Gx57jT9w,119
BwNivkSRDx_Sf4Gx57jT9w,160
BwNivkSRDx_Sf4Gx57jT9w,46
BwNivkSRDx_Sf4Gx57jT9w,109
BwNivkSRDx_Sf4Gx57jT9w,101
BwNivkSRDx_Sf4Gx57jT9w,68
BwNivkSRDx_Sf4Gx57jT9w,98
C_UGT4dyFaG-_-ohBJLKog,109
C_UGT4dyFaG-_-ohBJLKog,6
C_UGT4dyFaG-_-ohBJLKog,171
C_UGT4dyFaG-_-ohBJLKog,154
KYIjGeksxRvNyVPh3S78Gw,147
KYIjGeksxRvNyVPh3S78Gw,119
KYIjGeksxRvNyVPh3S78Gw,98
KYIjGeksxRvNyVPh3S78Gw,65
KYIjGeksxRvNyVPh3S78Gw,46
KYIjGeksxRvNyVPh3S78Gw,109
c1e2juwQjrfnMc6yQHJOkg,101
c1e2juwQjrfnMc6yQHJOkg,75
c1e2juwQjrfnMc6yQHJOkg,149
c1e2juwQjrfnMc6yQHJOkg,148
c1e2juwQjrfnMc6yQHJOkg,168
c1e2juwQjrfnMc6yQHJOkg,152
c1e2juwQjrfnMc6yQHJOkg,109
c1e2juwQjrfnMc6yQHJOkg,54
-LpG-lx52Mjp7jyJ8YZHZQ,109
-LpG-lx52Mjp7jyJ8YZHZQ,129
-LpG-lx52Mjp7jyJ8YZHZQ,158
-LpG-lx52Mjp7jyJ8YZHZQ,132
-LpG-lx52Mjp7jyJ8YZHZQ,98
-LpG-lx52Mjp7jyJ8YZHZQ,154
fzLzJGsGMN-Qb_UDDvsDVA,26
fzLzJGsGMN-Qb_UDDvsDVA,149
fzLzJGsGMN-Qb_UDDvsDVA,109
fzLzJGsGMN-Qb_UDDvsDVA,85
fzLzJGsGMN-Qb_UDDvsDVA,101
fzLzJGsGMN-Qb_UDDvsDVA,68
cgnU59I7pMj-VMeBXhh4cA,50
cgnU59I7pMj-VMeBXhh4cA,154
cgnU59I7pMj-VMeBXhh4cA,6
cgnU59I7pMj-VMeBXhh4cA,7
cgnU59I7pMj-VMeBXhh4cA,95
cgnU59I7pMj-VMeBXhh4cA,109
cgnU59I7pMj-VMeBXhh4cA,5
cgnU59I7pMj-VMeBXhh4cA,8
5FDt7sy-70y4_37Dh2qcbw,90
5FDt7sy-70y4_37Dh2qcbw,109
5FDt7sy-70y4_37Dh2qcbw,2
5FDt7sy-70y4_37Dh2qcbw,127
e1S7fk_rLmKjezewn85s9A,7
e1S7fk_rLmKjezewn85s9A,154
e1S7fk_rLmKjezewn85s9A,159
e1S7fk_rLmKjezewn85s9A,84
e1S7fk_rLmKjezewn85s9A,2
e1S7fk_rLmKjezewn85s9A,109
shhLEpL0BGni58akTfaxLw,33
shhLEpL0BGni58akTfaxLw,109
UWveIAhOK2uzJed5UZiLLA,25
UWveIAhOK2uzJed5UZiLLA,109
UWveIAhOK2uzJed5UZiLLA,184
a2FCobBzFzC62IbHPa_oIg,69
a2FCobBzFzC62IbHPa_oIg,109
a2FCobBzFzC62IbHPa_oIg,50
a2FCobBzFzC62IbHPa_oIg,154
slqFzfT2fGJ8djTNulZExw,46
slqFzfT2fGJ8djTNulZExw,108
slqFzfT2fGJ8djTNulZExw,142
slqFzfT2fGJ8djTNulZExw,60
slqFzfT2fGJ8djTNulZExw,147
slqFzfT2fGJ8djTNulZExw,109
DBtvUjFaT1v-p6vCxY2nTw,5
DBtvUjFaT1v-p6vCxY2nTw,104
DBtvUjFaT1v-p6vCxY2nTw,109
DBtvUjFaT1v-p6vCxY2nTw,163
DBtvUjFaT1v-p6vCxY2nTw,154
Eqk5YvLF_IokjJrO2FQs3g,93
Eqk5YvLF_IokjJrO2FQs3g,109
c6fWBSm-EHVwyFszTC5Mhw,101
c6fWBSm-EHVwyFszTC5Mhw,149
c6fWBSm-EHVwyFszTC5Mhw,109
c6fWBSm-EHVwyFszTC5Mhw,184
c6fWBSm-EHVwyFszTC5Mhw,9
zH0fUF9CB3mzp07fEcUBSg,134
zH0fUF9CB3mzp07fEcUBSg,154
zH0fUF9CB3mzp07fEcUBSg,109
zH0fUF9CB3mzp07fEcUBSg,33
9D1Vuxuh-hvwkYBrqje1nA,162
9D1Vuxuh-hvwkYBrqje1nA,109
2gornVKjX0TKhZHmhqSSMA,172
2gornVKjX0TKhZHmhqSSMA,109
NghIUbFjp683iyVJtF8u-g,98
NghIUbFjp683iyVJtF8u-g,154
NghIUbFjp683iyVJtF8u-g,153
NghIUbFjp683iyVJtF8u-g,103
NghIUbFjp683iyVJtF8u-g,109
NghIUbFjp683iyVJtF8u-g,8
ElIXZnESN32voI8sZRUkjA,109
ElIXZnESN32voI8sZRUkjA,2
nC1nF306iY8kR_4H-yDHaA,2
nC1nF306iY8kR_4H-yDHaA,135
nC1nF306iY8kR_4H-yDHaA,109
nC1nF306iY8kR_4H-yDHaA,6
nC1nF306iY8kR_4H-yDHaA,142
nC1nF306iY8kR_4H-yDHaA,127
tSmUxIto8yAqijDgsjLBRQ,32
tSmUxIto8yAqijDgsjLBRQ,98
tSmUxIto8yAqijDgsjLBRQ,109
MCcxe7UiXr0HcVxdxv0gJA,119
MCcxe7UiXr0HcVxdxv0gJA,149
MCcxe7UiXr0HcVxdxv0gJA,197
MCcxe7UiXr0HcVxdxv0gJA,101
MCcxe7UiXr0HcVxdxv0gJA,26
MCcxe7UiXr0HcVxdxv0gJA,184
MCcxe7UiXr0HcVxdxv0gJA,109
BtFMRicRKWxKJhffKSdP9A,121
BtFMRicRKWxKJhffKSdP9A,152
BtFMRicRKWxKJhffKSdP9A,144
BtFMRicRKWxKJhffKSdP9A,109
3W6Q0b0jaKn4lhQNWWcXdQ,109
3W6Q0b0jaKn4lhQNWWcXdQ,114
JNOW_mK5G4vUCuGmpHavJg,33
JNOW_mK5G4vUCuGmpHavJg,109
JNOW_mK5G4vUCuGmpHavJg,92
ITDhUnCanWcMhPTvQDa3mA,183
ITDhUnCanWcMhPTvQDa3mA,7
ITDhUnCanWcMhPTvQDa3mA,180
ITDhUnCanWcMhPTvQDa3mA,154
ITDhUnCanWcMhPTvQDa3mA,109
mnq8JNUjIBwUoLBk-b2V9g,5
mnq8JNUjIBwUoLBk-b2V9g,98
mnq8JNUjIBwUoLBk-b2V9g,109
mnq8JNUjIBwUoLBk-b2V9g,154
f-yaDekqDfgqqjcz_wryBA,93
f-yaDekqDfgqqjcz_wryBA,109
mfMb53r8mEtLtoqSOkDxXg,114
mfMb53r8mEtLtoqSOkDxXg,184
mfMb53r8mEtLtoqSOkDxXg,109
wT2QIkaHz06wWSbe-Fykxw,109
wT2QIkaHz06wWSbe-Fykxw,154
wT2QIkaHz06wWSbe-Fykxw,180
1zAQ7CGZXnIkUXFinHcFhg,133
1zAQ7CGZXnIkUXFinHcFhg,68
1zAQ7CGZXnIkUXFinHcFhg,149
1zAQ7CGZXnIkUXFinHcFhg,109
1zAQ7CGZXnIkUXFinHcFhg,101
1zAQ7CGZXnIkUXFinHcFhg,197
1zAQ7CGZXnIkUXFinHcFhg,73
y_ErDiWeXxyYcL1_U966qQ,114
y_ErDiWeXxyYcL1_U966qQ,109
ug46LQ5eq0uF6NE3adHhyw,132
ug46LQ5eq0uF6NE3adHhyw,7
ug46LQ5eq0uF6NE3adHhyw,98
ug46LQ5eq0uF6NE3adHhyw,142
ug46LQ5eq0uF6NE3adHhyw,154
ug46LQ5eq0uF6NE3adHhyw,109
o5Uee_gmS-y9R582PAkX6w,109
o5Uee_gmS-y9R582PAkX6w,50
o5Uee_gmS-y9R582PAkX6w,6
o5Uee_gmS-y9R582PAkX6w,25
yIy70vHKF_L3Gy1cu2Wqwg,195
yIy70vHKF_L3Gy1cu2Wqwg,109
yIy70vHKF_L3Gy1cu2Wqwg,139
MxJ6cYihCfxwjqUkxRwCfA,135
MxJ6cYihCfxwjqUkxRwCfA,56
MxJ6cYihCfxwjqUkxRwCfA,2
MxJ6cYihCfxwjqUkxRwCfA,134
MxJ6cYihCfxwjqUkxRwCfA,154
MxJ6cYihCfxwjqUkxRwCfA,109
sEyr0I4wV0T4D7fIkpHM8A,109
sEyr0I4wV0T4D7fIkpHM8A,114
sEyr0I4wV0T4D7fIkpHM8A,53
sEyr0I4wV0T4D7fIkpHM8A,72
sEyr0I4wV0T4D7fIkpHM8A,49
sEyr0I4wV0T4D7fIkpHM8A,36
sEyr0I4wV0T4D7fIkpHM8A,93
bn0XzKxBRBWvnHUMg5cz6g,25
bn0XzKxBRBWvnHUMg5cz6g,180
bn0XzKxBRBWvnHUMg5cz6g,109
H9XYhNxQWdHAwjTCzOfFMA,25
H9XYhNxQWdHAwjTCzOfFMA,184
H9XYhNxQWdHAwjTCzOfFMA,109
H9XYhNxQWdHAwjTCzOfFMA,195
H9XYhNxQWdHAwjTCzOfFMA,160
H9XYhNxQWdHAwjTCzOfFMA,46
MTB9CelShC-x4jj31BJYAg,109
MTB9CelShC-x4jj31BJYAg,118
MTB9CelShC-x4jj31BJYAg,50
MTB9CelShC-x4jj31BJYAg,98
MTB9CelShC-x4jj31BJYAg,6
MTB9CelShC-x4jj31BJYAg,8
MTB9CelShC-x4jj31BJYAg,154
B61ZWIX1AEl76A2WEdDZMw,180
B61ZWIX1AEl76A2WEdDZMw,109
8T231RRuZWqxGMu6SqC6TA,109
8T231RRuZWqxGMu6SqC6TA,119
8T231RRuZWqxGMu6SqC6TA,65
cdWo8WYBnxi8khd4B6DFog,26
cdWo8WYBnxi8khd4B6DFog,109
cdWo8WYBnxi8khd4B6DFog,25
jtcsbp7trZmXEIaClV7waQ,109
jtcsbp7trZmXEIaClV7waQ,50
jtcsbp7trZmXEIaClV7waQ,184
jtcsbp7trZmXEIaClV7waQ,6
Bv-v7B3Bva_t-sYpNIhzrQ,154
Bv-v7B3Bva_t-sYpNIhzrQ,132
Bv-v7B3Bva_t-sYpNIhzrQ,91
Bv-v7B3Bva_t-sYpNIhzrQ,98
Bv-v7B3Bva_t-sYpNIhzrQ,82
Bv-v7B3Bva_t-sYpNIhzrQ,8
Bv-v7B3Bva_t-sYpNIhzrQ,24
Bv-v7B3Bva_t-sYpNIhzrQ,109
tkY5BJVXxUmP4jsKavkf2g,98
tkY5BJVXxUmP4jsKavkf2g,180
tkY5BJVXxUmP4jsKavkf2g,109
tkY5BJVXxUmP4jsKavkf2g,26
lZbimwxtW5JPB6biT7_q3w,109
lZbimwxtW5JPB6biT7_q3w,2
lZbimwxtW5JPB6biT7_q3w,135
RQcuGe28Q8laCF1w1aBYiA,99
RQcuGe28Q8laCF1w1aBYiA,5
RQcuGe28Q8laCF1w1aBYiA,6
RQcuGe28Q8laCF1w1aBYiA,8
RQcuGe28Q8laCF1w1aBYiA,109
RQcuGe28Q8laCF1w1aBYiA,154
klmmVypIS-xJsB8h9H2K6Q,109
klmmVypIS-xJsB8h9H2K6Q,65
klmmVypIS-xJsB8h9H2K6Q,119
UEPf0MGsw2mOlarskQX1Zg,189
UEPf0MGsw2mOlarskQX1Zg,154
UEPf0MGsw2mOlarskQX1Zg,109
UEPf0MGsw2mOlarskQX1Zg,14
UEPf0MGsw2mOlarskQX1Zg,98
UEPf0MGsw2mOlarskQX1Zg,26
UEPf0MGsw2mOlarskQX1Zg,180
TaK6QGR0mpwcOd8rwr38vA,101
TaK6QGR0mpwcOd8rwr38vA,154
TaK6QGR0mpwcOd8rwr38vA,25
TaK6QGR0mpwcOd8rwr38vA,109
TaK6QGR0mpwcOd8rwr38vA,149
TaK6QGR0mpwcOd8rwr38vA,180
TaK6QGR0mpwcOd8rwr38vA,68
xv_U__GI9gmzKIHT_TANnw,114
xv_U__GI9gmzKIHT_TANnw,143
xv_U__GI9gmzKIHT_TANnw,93
xv_U__GI9gmzKIHT_TANnw,92
xv_U__GI9gmzKIHT_TANnw,109
_vetnsfyQcbeYfxoiTIOPA,109
_vetnsfyQcbeYfxoiTIOPA,149
_vetnsfyQcbeYfxoiTIOPA,101
_vetnsfyQcbeYfxoiTIOPA,25
_vetnsfyQcbeYfxoiTIOPA,133
_vetnsfyQcbeYfxoiTIOPA,58
_vetnsfyQcbeYfxoiTIOPA,184
EPMHuTHu46B123ivRIZ-Xg,186
EPMHuTHu46B123ivRIZ-Xg,112
EPMHuTHu46B123ivRIZ-Xg,109
EPMHuTHu46B123ivRIZ-Xg,0
EPMHuTHu46B123ivRIZ-Xg,154
vIwdLdSMmGMjRin9OSxViA,119
vIwdLdSMmGMjRin9OSxViA,109
u3-N3TKXpb7_fhxaF6BxBQ,65
u3-N3TKXpb7_fhxaF6BxBQ,109
u3-N3TKXpb7_fhxaF6BxBQ,142
u3-N3TKXpb7_fhxaF6BxBQ,119
50w0JG2TggLBmVbS86aQWQ,51
50w0JG2TggLBmVbS86aQWQ,109
50w0JG2TggLBmVbS86aQWQ,25
50w0JG2TggLBmVbS86aQWQ,162
50w0JG2TggLBmVbS86aQWQ,6
hMOo98ZQhKM8XvxshvmtNA,147
hMOo98ZQhKM8XvxshvmtNA,134
hMOo98ZQhKM8XvxshvmtNA,93
hMOo98ZQhKM8XvxshvmtNA,109
hMOo98ZQhKM8XvxshvmtNA,46
hMOo98ZQhKM8XvxshvmtNA,142
hMOo98ZQhKM8XvxshvmtNA,154
cbICYefFAJH8LokJFcGXPA,109
cbICYefFAJH8LokJFcGXPA,25
cbICYefFAJH8LokJFcGXPA,68
cbICYefFAJH8LokJFcGXPA,60
cbICYefFAJH8LokJFcGXPA,101
cbICYefFAJH8LokJFcGXPA,149
pN4bu3X4Upie2fc9H7BY7Q,142
pN4bu3X4Upie2fc9H7BY7Q,109
pN4bu3X4Upie2fc9H7BY7Q,119
wVrJOXjRrPKIfZbNnrl3ow,119
wVrJOXjRrPKIfZbNnrl3ow,109
wVrJOXjRrPKIfZbNnrl3ow,65
o6wweypWJFP-yHkI06KNMA,109
o6wweypWJFP-yHkI06KNMA,119
WKkLsiO4SxdegSNGJzVWpQ,109
WKkLsiO4SxdegSNGJzVWpQ,68
WKkLsiO4SxdegSNGJzVWpQ,60
WKkLsiO4SxdegSNGJzVWpQ,101
WKkLsiO4SxdegSNGJzVWpQ,149
WKkLsiO4SxdegSNGJzVWpQ,25
zHIMq60S8XjhVHfUIODa2g,2
zHIMq60S8XjhVHfUIODa2g,109
gmYNsG1R5u3e3FueeowAEg,2
gmYNsG1R5u3e3FueeowAEg,109
gmYNsG1R5u3e3FueeowAEg,6
jA_qpN08DEkJukiv9WB1bQ,109
jA_qpN08DEkJukiv9WB1bQ,119
56M2bwaaSzcmzr2dyEfYQw,109
56M2bwaaSzcmzr2dyEfYQw,98
56M2bwaaSzcmzr2dyEfYQw,132
56M2bwaaSzcmzr2dyEfYQw,65
r6IG0BYHa0JUsCBSQTKtQg,109
r6IG0BYHa0JUsCBSQTKtQg,119
DFc6sUqeT4iYwWsGnkwQ9g,109
DFc6sUqeT4iYwWsGnkwQ9g,25
NPVO5zTP8mbcpciaZ0-GDg,149
NPVO5zTP8mbcpciaZ0-GDg,109
NPVO5zTP8mbcpciaZ0-GDg,101
NPVO5zTP8mbcpciaZ0-GDg,68
NPVO5zTP8mbcpciaZ0-GDg,175
Au6bDTawKEYXUJuhq6MBNw,109
Au6bDTawKEYXUJuhq6MBNw,98
Au6bDTawKEYXUJuhq6MBNw,25
Au6bDTawKEYXUJuhq6MBNw,6
nWQXPA2XL4WAJ2HONTw9sg,184
nWQXPA2XL4WAJ2HONTw9sg,109
qSeAn4hZV7QzpdqyHQ0ZKg,109
qSeAn4hZV7QzpdqyHQ0ZKg,119
CYtZ26o7A1CNtFH8TGRcZA,119
CYtZ26o7A1CNtFH8TGRcZA,60
CYtZ26o7A1CNtFH8TGRcZA,109
CYtZ26o7A1CNtFH8TGRcZA,98
HFcL9_nbvB_YTsSX5CR6Fg,109
HFcL9_nbvB_YTsSX5CR6Fg,105
HFcL9_nbvB_YTsSX5CR6Fg,143
cdPjDZubPvok0VHv654Tvw,109
cdPjDZubPvok0VHv654Tvw,142
cdPjDZubPvok0VHv654Tvw,98
xpxot30FwP55-KHEkZw4eQ,119
xpxot30FwP55-KHEkZw4eQ,109
xpxot30FwP55-KHEkZw4eQ,60
xpxot30FwP55-KHEkZw4eQ,98
